,abstract,Tags
362,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
363,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
364,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
365,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
366,database summarizes experimental test data connection composite special moment frame ( c-smf ) .,"beam-to-column moment connection , cft , civil engineering , composite special moment frame , concrete-filled tube column"
367,database summarizes 165 experimental test data beam-to-column connection composite special moment frame ( c-smfs ) .,"beam-to-column moment connection , cft , civil engineering , composite special moment frame , concrete-filled tube column"
368,database summarizes 165 experimental test data beam-to-column connection composite special moment frame ( c-smfs ) .,"beam-to-column moment connection , cft , civil engineering , composite special moment frame , concrete-filled tube column"
369,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
370,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
371,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
372,video document high speed air testing temporary rumble strip the purdue university airport ( klaf ) .,"airport , civil engineering , rumble strip , wind"
373,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
374,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
375,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
376,video document rotary broom testing temporary rumble strip the purdue university airport ( klaf ) .,"airport , brusher , civil engineering , rotary broom , rumble strip"
377,video document construction process six different mse wall .,"building construction management , civil engineering , construction , construction engineering management , mechanically stabilized earth wall , mse wall , retaining wall , time-lapse"
378,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
379,"data file the paper & quot ; s. dong & amp ; amp ; amp ; x. wang , rotational pressure-correction scheme incompressible two-phase flow open boundary , plo one , accepted , 2016 & quot ;","mathematics , multiphase flow , obc , open boundary condition , outflow boundary condition , outflow , physic , pressure correction , spectral element , spectral element method , two-phase flow , two-phase open boundary , two-phase outflow"
380,"data file the paper & quot ; s. dong & amp ; amp ; amp ; x. wang , rotational pressure-correction scheme incompressible two-phase flow open boundary , plo one , accepted , 2016 & quot ;","mathematics , multiphase flow , obc , open boundary condition , outflow boundary condition , outflow , physic , pressure correction , spectral element , spectral element method , two-phase flow , two-phase open boundary , two-phase outflow"
381,dataset provides shapefile showing natural floodplain indiana . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , indiana , inland water , shapefile"
382,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
383,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university"
384,dataset provides shapefile showing natural floodplain alabama . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"alabama , biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
385,dataset provides shapefile showing natural floodplain arkansas . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"arkansas , biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
386,dataset provides shapefile showing natural floodplain arizona . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"arizona , biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
387,dataset provides shapefile showing natural floodplain california . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , california , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
388,dataset provides shapefile showing natural floodplain colorado . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , colorado , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
389,dataset provides shapefile showing natural floodplain connecticut . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , connecticut , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
390,dataset provides shapefile showing natural floodplain delaware . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , delaware , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
391,dataset provides shapefile showing natural floodplain florida . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , florida , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
392,dataset provides shapefile showing natural floodplain georgia . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , georgia , geoscientific , gssurgo soil data , hydrology , inland water , shapefile"
393,dataset provides shapefile showing natural floodplain hawaii . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hawaii , hydrology , inland water , shapefile"
394,dataset provides shapefile showing natural floodplain iowa . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , iowa , shapefile"
395,dataset provides shapefile showing natural floodplain idaho . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , idaho , inland water , shapefile"
396,dataset provides shapefile showing natural floodplain illinois . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , illinois , inland water , shapefile"
397,dataset provides shapefile showing natural floodplain kansa . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , kansa , shapefile"
398,dataset provides shapefile showing natural floodplain kentucky . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , kentucky , shapefile"
399,dataset provides shapefile showing natural floodplain louisiana . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , louisiana , shapefile"
400,dataset provides shapefile showing natural floodplain massachusetts . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , massachusetts , shapefile"
401,dataset provides shapefile showing natural floodplain maryland . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , maryland , shapefile"
402,dataset provides shapefile showing natural floodplain maine . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , maine , shapefile"
403,dataset provides shapefile showing natural floodplain michigan . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geoscientific , gi , gssurgo soil data , hydrology , inland water , michigan , shapefile"
404,dataset provides shapefile showing natural floodplain minnesota . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , minnesota , shapefile"
405,dataset provides shapefile showing natural floodplain missouri . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , missouri , shapefile"
406,dataset provides shapefile showing natural floodplain mississippi . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , mississippi , shapefile"
407,dataset provides shapefile showing natural floodplain montana . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , montana , shapefile"
408,dataset provides shapefile showing natural floodplain north carolina . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , north carolina , shapefile"
409,dataset provides shapefile showing natural floodplain north dakota . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , north dakota , shapefile"
410,dataset provides shapefile showing natural floodplain nebraska . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , nebraska , shapefile"
411,dataset provides shapefile showing natural floodplain new hampshire . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , new hampshire , shapefile"
412,dataset provides shapefile showing natural floodplain new jersey . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , new jersey , shapefile"
413,dataset provides shapefile showing natural floodplain new mexico . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , new mexico , shapefile"
414,dataset provides shapefile showing natural floodplain nevada . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , nevada , shapefile"
415,dataset provides shapefile showing natural floodplain new york . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , new york , shapefile"
416,dataset provides shapefile showing natural floodplain ohio . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , ohio , shapefile"
417,dataset provides shapefile showing natural floodplain oklahoma . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , oklahoma , shapefile"
418,dataset provides shapefile showing natural floodplain oregon . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , oregon , shapefile"
419,dataset provides shapefile showing natural floodplain pennsylvania . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , pennsylvania , shapefile"
420,dataset provides shapefile showing natural floodplain rhode island . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , rhode island , shapefile"
421,dataset provides shapefile showing natural floodplain south carolina . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , south carolina"
422,dataset provides shapefile showing natural floodplain south dakota . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , south dakota"
423,dataset provides shapefile showing natural floodplain tennessee . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , tennessee"
424,dataset provides shapefile showing natural floodplain texas . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , texas"
425,dataset provides shapefile showing natural floodplain utah . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , utah"
426,dataset provides shapefile showing natural floodplain virginia . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , virginia"
427,dataset provides shapefile showing natural floodplain vermont . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , vermont"
428,dataset provides shapefile showing natural floodplain washington . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , washington"
429,dataset provides shapefile showing natural floodplain wisconsin . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , wisconsin"
430,dataset provides shapefile showing natural floodplain west virginia . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , west virginia"
431,dataset provides shapefile showing natural floodplain wyoming . floodplain polygon the entire state extracted the gssurgo soil data the natural resource conservation service ( nrc ) .,"biota , environment , floodplain map , forestry natural resource , geographic information system ( gi ) , geoscientific , gssurgo soil data , hydrology , inland water , shapefile , wyoming"
432,matlab script a discrete top-down markov problem approximation theory,"approximation theory , computer science , mathematics , polynomial , walter gautschi archive"
433,"rough cilicia survey project ceramic collection kestros , 1997","ancient greece , archaeological survey , archaeology , ceramic , classical study , kestros , pottery , rcsap , rcsp , rough cilicia , rough cilicia survey project , turkey"
434,"rough cilicia survey project ceramic collection selinus , 1997-1998","ancient greece , archaeological survey , archaeology , ceramic , classical study , pottery , rcsap , rcsp , rough cilicia , rough cilicia survey project , selinus , turkey"
435,"rough cilicia survey project ceramic collection antiochia ad cragum , 1997 2004","ancient greece , antiochia ad cragum , archaeological survey , archaeology , ceramic , classical study , geoarchaeology , pottery , rcsp , rough cilicia , rough cilicia survey project , turkey"
436,"rough cilicia survey project ceramic grab collection laertes , 1996 ; recollect 1998","alanya , ancient greece , archaeological survey , archaeology , ceramic , classical study , geoarchaeology , laertes , pottery , rcsp , rough cilicia , rough cilicia survey project , turkey"
437,"rough cilicia survey project ceramic grab collection nephelion , 1997","ancient greece , archaeological survey , archaeology , ceramic , classical study , muzkent , nephelion , nephelis , pottery , rcasp , rcsp , rough cilicia , rough cilicia survey project , turkey"
438,"rough cilicia survey project ceramic grab collection iotape , 1996","ancient greece , archaeological survey , archaeology , ceramic , classical study , iotape , pottery , rcasp , rcsp , rough cilicia , rough cilicia survey project , turkey"
439,"comprehensive spectral-biogeochemical database developed the wabash river the tippecanoe river indiana , united state .","agricultural biological engineering , agriculture , biological engineering , bottom property , inherent optical property , look-up table , wabash river , water quality , water reflectance"
440,is list 218 citation were included a systematic review the international journal engineering education article titled : systematic review research p-12 engineering education 2000-2015 .,"engineering education , k-12 , precollege , systematic review"
441,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
442,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
443,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
444,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
445,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
446,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
447,original national survey the foreign-born latino population the u .,"election , hispanic , immigrant , latino , political science , public opinion , social science"
448,dataset contains matlab script a paper dealing the ila monotonicity property zero ultraspherical polynomial .,"computer science , mathematics , matlab , monotonicity , polynomial , ultraspherical polynomial , walter gautschi archive"
449,"document contains matrix existing competency expanded 36 competency , scaffolding move student progressively undergraduate training post graduate coursework research post-doctoral work .","data education , data information literacy , data management skill , data skill training , education , library science"
450,desorption electrospray ionization - mass spectrometry ( desi-ms ) imaging used analyze unmodified human brain tissue section 39 subject sequentially the positive negative ionization mode .,"brain , cancer , chemistry , imaging , mass spectrometry , neurology , pathology"
451,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
452,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
453,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , construction engineering management , enadalc , purdue university , walc"
454,trajectory data plot supplemental information plo article & quot ; confined mobility tonb fepa escherichia coli membrane & quot ; lill et al . ( accepted ),"biophysics , medicinal molecular pharmacology , membrane protein , molecular bioscience , single molecule"
455,common engineering design competency learning objective grade 4-8 .,"assessment , engineering education"
456,set engineering notebook prompt engineering design curriculum grade 4-8 .,"assessment , curriculum , education , engineering education , engineering notebook , k-12 , stem"
457,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
458,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
459,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
460,bace gas exchange data 2011 season,"boston area climate experiment , climate change , forestry natural resource , life science , photosynthesis , respiration , vcmax"
461,bace gas exchange data 2011 season,"boston area climate experiment , climate change , forestry natural resource , life science , photosynthesis , respiration , vcmax"
462,video document construction the new honor college residence building purdue ’ campus .,"civil engineering , construction , construction time-lapse , honor college , honor college residence , honor college hall , purdue honor college , time-lapse"
463,"dataset used the publication & quot ; reference range association age lifestyle characteristic testosterone , sex hormone binding globulin , lutenizing hormone among 1166 western chinese men. & quot ;","aging , andropause , china male hormone , health science , luteinizing hormone , male menopause , sex hormone binding globulin , testosterone"
464,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
465,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
466,"two iconic building purdue university campus , the engineering administration building the retired heating power plant-north , targeted demolition 2012 make way the construction the wilmeth active learning center .","active learning center , alc construction , building construction management , civil engineering , enadalc , purdue university , walc"
467,"video document reconstruction the intersection bartlett street michigan street south bend , indiana .","bartlett street roundabout , civil engineering , construction time-lapse , roundabout , roundabout construction , south bend roundabout"
468,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^ ( 2 * mu ) * exp ( -x^2 ) [ 0 , inf ] , mu=-1/4","computer science , hermite weight function , jacobi weight function , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive"
469,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^ ( 2 * mu ) * exp ( -x^2 ) [ 0 , inf ] , mu=1/4","computer science , hermite weight function , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
470,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = ( 1-x ) ^a * x^b * log ( 1/x ) [ 0,1 ] , a=b=-1/2","computer science , gaussian quadrature , jacobi weight function , mathematics , orthogonal polynomial , walter gautschi archive"
471,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = ( 1-x ) ^a * x^b * log ( 1/x ) [ 0,1 ] , a=b=1/2","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
472,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^a * [ log ( 1/x ) ] ^2 [ 0,1 ] , a=-1/2","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
473,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^a * [ log ( 1/x ) ] ^2 [ 0,1 ] , a=1/2","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
474,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^a * exp ( -x ) * ( x-1-log ( x ) ) [ 0 , inf ] , a=0","computer science , laguerre polynomial , laguerre weight function , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive"
475,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =x^a * exp ( -x ) * ( x-1-log ( x ) ) [ 0 , inf ] , a=1/2","computer science , laguerre polynomial , laguerre weight function , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
476,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =e_nu ( x ) ( 0 , inf ] , nu=1","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
477,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =e_nu ( x ) ( 0 , inf ] , nu=1","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
478,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =e_nu ( x ) ( 0 , c ] , nu=1 , c=1","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
479,video document demolition the engineering administration building ( enad ) the old heat power plant–north ( hpn ) building the construction the new wilmeth active learning center .,"active learning center construction , civil engineering , jtrp , time-lapse , walc , wilmeth active learning center"
480,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =e_nu ( x ) ( 0 , c ] , nu=1 , c=16","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
481,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =erfc ( x ) [ 0 , inf ]","computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
482,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =1/gamma ( x ) [ 0 , inf ]","computer science , gamma weight function , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
483,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = ( ( 1-om2 * x^2 ) * ( 1-x^2 ) ) ^ ( -1/2 ) [ -1,1 ] , om2=.999","chebyshev weight function , computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
484,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) = ( ( 1-om2 * x^2 ) * ( 1-x^2 ) ) ^ ( -1/2 ) [ -1,1 ] , om2=1/2","chebyshev weight function , computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
485,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =phi_m ( x ) [ 0 , ] , m=2","b-spline , computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
486,"32-digit value the first 100 recurrence coefficient the weight function w ( x ) =phi_m ( x ) [ 0 , ] , m=10","b-spline , computer science , mathematics , modification algorithm orthogonal polynomial , orthogonal polynomial , walter gautschi archive , weight function"
